baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PF3D7_1004000	2021.62649921227	-1.01501713955296	0.190737678214952	-5.32153452349924	1.02895578520519e-07	1.78378518183281e-06
PF3D7_1144300	392.622260397898	-1.01034960795574	0.230183943151612	-4.38931401609654	1.13708777645961e-05	0.000124150304824027
PF3D7_0405200	183.141637138186	-1.0085422938589	0.295353575348476	-3.41469471858926	0.000638535347283885	0.00414318221051915
PF3D7_0315400	151.534520767285	-1.00746488702021	0.308589226428777	-3.2647441995281	0.00109562973816014	0.00647119671095367
PF3D7_1323300	117.843756807387	-1.00216923489915	0.3199945477096	-3.13183222049343	0.00173719119160492	0.00943818467974827
PF3D7_1322500	531.690907376981	-0.999288487995076	0.242251676209525	-4.12500133592795	3.70732605005236e-05	0.000353753674776005
PF3D7_1311800	1126.59442140025	-0.994413391008999	0.241733409890361	-4.1136779208965	3.89404651258616e-05	0.000370015884103898
PF3D7_1434800	655.998136306582	-0.988686015872378	0.205883942307518	-4.80215214839645	1.56969347660755e-06	2.07858535590422e-05
PF3D7_1372600	288.631502313115	-0.987603453385368	0.273865052593612	-3.6061682351668	0.000310751712440032	0.00225109135231679
PF3D7_1111500	147.053785430266	-0.985856624174007	0.293039138781882	-3.36424898145709	0.000767522677846349	0.00481503867787033
PF3D7_1327400	134.105208536047	-0.979175957991552	0.311090965738465	-3.14755510712821	0.00164642068570471	0.0089988480799889
PF3D7_0603300	173.233063611062	-0.978598965310375	0.288998147880434	-3.38617729036536	0.000708735797188763	0.00450851259220079
PF3D7_0608500	1203.91011391992	-0.976648801191482	0.195638120410192	-4.99211911842005	5.97204027248557e-07	8.75000223149338e-06
PF3D7_1242700	1314.13151845222	-0.974531277548997	0.192257599181546	-5.06888300747354	4.00157085109924e-07	6.12649457807572e-06
PF3D7_1323100	1401.91414709843	-0.965677057673252	0.210039958652677	-4.59758735370017	4.27411447396586e-06	5.13572167744787e-05
PF3D7_0918300	416.281936251024	-0.964488608790539	0.227196725784613	-4.24516949115232	2.18428250675162e-05	0.000222444196091163
PF3D7_1144700	333.111456341676	-0.962654466016564	0.237927711929969	-4.04599555977704	5.21012204030534e-05	0.000475188239097728
PF3D7_0819600	329.585246439548	-0.953029241922303	0.233676971465146	-4.07840462817899	4.53457967779911e-05	0.000421187339398027
PF3D7_0209600	205.922515777201	-0.95187431328463	0.28248252773648	-3.36967500578516	0.000752568858064769	0.00472775622867245
PF3D7_0721100	1564.2801402823	-0.946243894335739	0.189944289058844	-4.98169173195093	6.30307895455752e-07	9.08843955923817e-06
PF3D7_1328800	172.932882050702	-0.94279969820983	0.302158245522543	-3.12021833651894	0.00180717035143431	0.00971380797185165
PF3D7_0721600	2744.05755171598	-0.941191589631344	0.180237185895292	-5.22196118939698	1.77038078827413e-07	2.92402528739676e-06
PF3D7_0812100	218.226005047287	-0.940983985722031	0.282043050334336	-3.3363133202771	0.000848974239679462	0.00525346184826174
PF3D7_1338200	1813.45336151184	-0.940701537665878	0.18633545599093	-5.04843016946635	4.45455234189526e-07	6.67741806497962e-06
PF3D7_1408600	2171.16981042277	-0.938052243406758	0.188241054962958	-4.98325003326904	6.25250710997713e-07	9.0442316221389e-06
PF3D7_0907900	477.87420520483	-0.933790747716435	0.261016377411128	-3.57751784381566	0.000346872546383092	0.00247479781691058
PF3D7_0528200	822.798226046769	-0.92963779533947	0.230841197806583	-4.02717454324766	5.64511269120755e-05	0.000507724788979499
PF3D7_1022200	188.163120246984	-0.92808945870046	0.272952766007207	-3.4001833807244	0.000673406741727634	0.00435080145224312
PF3D7_1303000	155.311896007005	-0.91946870139541	0.288134105333955	-3.19111373618795	0.00141725476640635	0.00799648589940083
PF3D7_1315900	347.392867517919	-0.917022599567894	0.235791336882933	-3.88912761465525	0.000100605209121443	0.000835372687074215
PF3D7_1402300	330.783667397005	-0.912672895872545	0.242848057813922	-3.75820545607107	0.000171136336306279	0.00132419291227107
PF3D7_0507100	2754.72186815459	-0.908497542576	0.188319488697148	-4.82423539306136	1.40541359017199e-06	1.88300546506229e-05
PF3D7_0626800	6959.44355517408	-0.907285161472508	0.197494403501515	-4.5939790970611	4.34872959067518e-06	5.2115909764767e-05
PF3D7_0612100	460.370585354742	-0.905613109260154	0.227177862084892	-3.98636161529571	6.70942302763323e-05	0.000594038974493375
PF3D7_1323400	2169.33846720601	-0.903397981703208	0.194527310191838	-4.64406761607047	3.41615676955265e-06	4.20492792609976e-05
PF3D7_1426900	272.285787835069	-0.900377363296006	0.288420990087895	-3.12174700954192	0.00179781359768622	0.00968644052276492
PF3D7_1034600	168.572053007292	-0.896071027611824	0.281131813538222	-3.18736971221507	0.00143573125167278	0.00807065760531901
PF3D7_1365900	1394.25181154229	-0.890931650731656	0.194994237633941	-4.56901527728313	4.90021067244731e-06	5.76599919022168e-05
PF3D7_0912000	210.929196192333	-0.880723780027223	0.265938488696397	-3.31175748326028	0.00092711878819205	0.00566752831220497
PF3D7_0520000	1759.72214175952	-0.873698146930408	0.190916338848834	-4.57634036038265	4.73180479577534e-06	5.62614067602398e-05
PF3D7_0422400	1407.26756790502	-0.869528388810575	0.18795568565914	-4.62624147687383	3.72361137510275e-06	4.53422060743075e-05
PF3D7_0621900	304.742094908129	-0.863575340392251	0.267738439737919	-3.2254439864428	0.00125777445410935	0.00722226494382383
PF3D7_1404100	191.733091702969	-0.863268755790471	0.271609999621499	-3.17833937260586	0.00148121264963745	0.00827511421236565
PF3D7_0931800	873.875043694403	-0.857606753376786	0.205853498420923	-4.16610239784789	3.09851568368443e-05	0.000300714919557579
PF3D7_0921000	319.244583608589	-0.857200457582487	0.235935983630163	-3.63319085284666	0.000279937799445961	0.00206408682643434
PF3D7_0322000	3518.09659101901	-0.856862505100083	0.182827237714558	-4.68673331069998	2.7760032136709e-06	3.53182257604852e-05
PF3D7_0111500	243.585449675571	-0.854074923369879	0.255886008212201	-3.33771638917284	0.000844699203380601	0.00524128931933701
PF3D7_1017900	411.375349601021	-0.852528116183711	0.224559813334167	-3.7964411509154	0.000146788188054101	0.00116354616080581
PF3D7_0102300	522.454791189257	-0.849142903859042	0.223208706719286	-3.80425529245572	0.000142231436761006	0.00113534544367502
PF3D7_0310600	297.112627630217	-0.846990533343915	0.239440682795049	-3.53737102424195	0.000404131513047846	0.00279385895321661
PF3D7_1214100	327.107833576982	-0.842949373131287	0.237007689182823	-3.55663301911295	0.000375638318794171	0.00262888943599865
PF3D7_0716300	1579.97010311859	-0.840090377006784	0.187574386851011	-4.47870517457194	7.50971683975393e-06	8.5060184254769e-05
PF3D7_1142400	282.28712159788	-0.839439463185379	0.247607096576322	-3.3902076103325	0.000698397111536958	0.00446777419802938
PF3D7_1108400	1205.74869169992	-0.832176818197205	0.204877796798224	-4.06182041784051	4.86915283721201e-05	0.000447416395802172
PF3D7_1132300	253.377742367706	-0.831471089628327	0.266382260760794	-3.12134557028545	0.0018002664199758	0.00968816360133895
PF3D7_0810000	231.44443675869	-0.830779130864643	0.260444377544095	-3.18985243105886	0.00142345458717262	0.00801156224899388
PF3D7_1451100	6927.26445271369	-0.823684958551543	0.203433977222836	-4.0489055456518	5.14577057025644e-05	0.000470263378875347
PF3D7_1330600	291.264851948344	-0.820209472495365	0.255833205028951	-3.20603211925734	0.00134578965683063	0.00767911635844815
PF3D7_1343000	18364.1135009599	-0.818418573887211	0.201507024099569	-4.06148905996852	4.87607036376212e-05	0.000447416395802172
PF3D7_1247300	223.084550641612	-0.817859520860524	0.258202933716575	-3.16750669362368	0.00153752170540627	0.00849101747653429
PF3D7_0306300	846.156693266624	-0.815551650417355	0.198356358851798	-4.11154779780311	3.93015488003846e-05	0.000372667295723063
PF3D7_0818200	5976.4461901747	-0.813120335662872	0.183344288956612	-4.43493680817784	9.20993000693487e-06	0.000103033256383
PF3D7_0517000	2009.91515760908	-0.812605890062945	0.193952230544037	-4.18972180821834	2.79296653597018e-05	0.000277585426835373
PF3D7_1355100	873.037007005111	-0.812422806313109	0.209094402983903	-3.88543545269192	0.000102146630963853	0.000846624083645655
PF3D7_0210300	399.642705534407	-0.809678172334803	0.247828959535692	-3.26708458063874	0.00108661210848011	0.00643023296729055
PF3D7_0904800	462.158584610134	-0.80731202928933	0.246324275622608	-3.27743592160688	0.00104754504426727	0.006269770615798
PF3D7_1027800	4732.0116365776	-0.805747101143048	0.18614419034842	-4.32861804408114	1.50047902248012e-05	0.000159980650706683
PF3D7_1005500	472.469673401312	-0.801406229162535	0.231938112331003	-3.45525890983726	0.000549764617645737	0.00363103551824238
PF3D7_0317000	860.293943288001	-0.799510837721147	0.207293496253991	-3.85690266298335	0.000114832862736034	0.000938077090911986
PF3D7_0917500	307.549941496752	-0.79778245561802	0.245283021379592	-3.2524976703683	0.00114395533601384	0.00665281067371939
PF3D7_0220200	1062.8648400457	-0.795683158414817	0.203355207746214	-3.91277492833045	9.12415675786341e-05	0.000768866790245187
PF3D7_0824400	322.413008064303	-0.793143011302343	0.250269939276766	-3.16915013283009	0.00152885400430933	0.00845804493005235
PF3D7_1109400	398.433809652731	-0.787807160468645	0.230991726137973	-3.41054276549318	0.000648337157484141	0.00420078084064617
PF3D7_1461300	408.63779235143	-0.785385595257821	0.228117905958582	-3.44289323522205	0.000575526473111766	0.00377206528264595
PF3D7_1426200	495.428903665317	-0.78140044790611	0.244911850090091	-3.19053752449574	0.00142008398281843	0.0080025080024334
PF3D7_0814000	2737.07886027071	-0.78138121612779	0.180449853798594	-4.3301848113433	1.48984251703969e-05	0.000159220346173983
PF3D7_0727400	1230.50744967664	-0.776131040192802	0.228598259344291	-3.39517475950626	0.000685848072878519	0.00441861269080033
PF3D7_1014700	269.041698436948	-0.775574588590084	0.244449311918242	-3.17274195825709	0.00151006672645896	0.00840529788183404
PF3D7_0710600	1554.67194229703	-0.773060328247103	0.196343792398961	-3.93727919177746	8.24107047966296e-05	0.00071161486917546
PF3D7_0107000	394.555451641435	-0.771139516818656	0.241648142290563	-3.19116674975891	0.00141699472942969	0.00799648589940083
PF3D7_0511000	1109.68250729348	-0.766725711561327	0.191989775412893	-3.99357575116909	6.5084272630787e-05	0.000579632875076538
PF3D7_1037300	1050.27380346148	-0.766442529227403	0.198674084506116	-3.85778815154831	0.000114417751248924	0.000936370137247951
PF3D7_0210900	477.488793621136	-0.766248595123893	0.244927439629606	-3.12847182938205	0.00175717854184775	0.00950795354043589
PF3D7_1410400	727.539689790786	-0.764782027973993	0.210673376118164	-3.63017882024654	0.000283224934204569	0.00207557544645643
PF3D7_0520900	5549.76156240196	-0.743848110991592	0.178096465227701	-4.17665847573427	2.95822666976804e-05	0.000289574688234621
PF3D7_0214000	497.347536642722	-0.733473876061001	0.217159037561515	-3.3775885374019	0.000731244083828158	0.0046065334656692
PF3D7_0621800	1656.90283632427	-0.723860080253879	0.185465415486173	-3.9029383368127	9.50319199624478e-05	0.000794907883000806
PF3D7_1034900	1595.59940525611	-0.720234294703142	0.193024747202401	-3.73130546803889	0.000190490075514271	0.00145657562792226
PF3D7_0217900	707.891280012651	-0.719565695939979	0.226958628700742	-3.17047075962362	0.00152192149446315	0.0084519756964007
PF3D7_1126200	2012.20793989436	-0.715825404858109	0.192519237566379	-3.71820195169482	0.000200645840712116	0.00153165278741921
PF3D7_1324900	8207.2118096178	-0.714670600286665	0.179204385964092	-3.98801958133918	6.6627165453915e-05	0.000591055831038441
PF3D7_1127100	781.163250887928	-0.700422003125601	0.225022747777245	-3.11267198558505	0.00185401953135332	0.00988375200869341
PF3D7_1120100	2479.66987060015	-0.700311200067499	0.194489644337316	-3.60076343629331	0.000317284166843692	0.00229110442894126
PF3D7_1206200	900.742381705944	-0.695473514607728	0.19808847612882	-3.51092364482349	0.000446552642229718	0.00302722701642893
PF3D7_0719700	2275.97321012596	-0.694351854187128	0.19789596972129	-3.50867102126955	0.000450351586561912	0.00304843056060239
PF3D7_1133800	480.070217665314	-0.694277780572622	0.215478776800695	-3.22202395465975	0.00127288492578178	0.00729094108972237
PF3D7_1412300	715.481686515559	-0.692749922026424	0.212760534634427	-3.25600762010085	0.00112990719006925	0.00660483201129242
PF3D7_1358800	1292.3046356435	-0.683326282284887	0.191169719112808	-3.57444832505957	0.000350967116917435	0.00249076975787342
PF3D7_0728000	681.013343076373	-0.676991834893402	0.204943505251373	-3.30330953431795	0.000955508539507913	0.0058024981891792
PF3D7_0319600	686.003964569849	-0.676418785399265	0.209091948304464	-3.23503028636146	0.00121629828352641	0.00701960203783601
PF3D7_1237700	1197.4248737701	-0.673515643940846	0.205576052790329	-3.27623589809742	0.00105200651676681	0.00627886149691831
PF3D7_1243600	599.649658263083	-0.667396232354773	0.210547980491968	-3.16980590740092	0.00152540794814185	0.0084519756964007
PF3D7_0309600	1481.92596339714	-0.660037950869756	0.200700835885061	-3.28866567973714	0.00100663517825416	0.00606384214805093
PF3D7_1405600	1115.88752480912	-0.657200024920747	0.198486887474483	-3.31105008135732	0.000929465723416627	0.00567423832763215
PF3D7_1445700	736.014811081273	-0.640496580261285	0.201459309141892	-3.17928510223457	0.00147638798083845	0.0082583179913402
PF3D7_1444800	7386.03651923659	-0.63581449135719	0.199824758039774	-3.18186043408413	0.00146332315879292	0.00819533142692657
PF3D7_0527500	1755.78049796288	-0.621869251978935	0.188257712022036	-3.30328699578662	0.000955585346874953	0.0058024981891792
PF3D7_0731600	2784.12386141831	0.619665519878506	0.189566781545067	3.26885077030856	0.00107985237598394	0.00640298889258361
PF3D7_0215400	654.186409067061	0.651275772857992	0.207458445284938	3.13930711262916	0.00169347862572107	0.00921171247667675
PF3D7_1120000	767.696538446151	0.661066868392298	0.204747897809125	3.22868696316762	0.00124359939651825	0.00715897143090735
PF3D7_1145400	930.027475527289	0.671576600815554	0.201470187040308	3.33337954702546	0.000857978128559272	0.00530195463934179
PF3D7_0517400	593.305544614612	0.683344143150225	0.219567935594919	3.11222192483936	0.00185684854540761	0.00988722871423374
PF3D7_1140200	955.791917477281	0.691687406826573	0.198248147483944	3.48899808449708	0.000484834623198076	0.00325757227598471
PF3D7_1353000	602.01366991676	0.696217072129116	0.208088806158694	3.34576897710761	0.000820547308534651	0.00512644549568691
PF3D7_1439800	1405.80320876493	0.708252271504995	0.206384740151183	3.43170852159989	0.000599791828387609	0.0039197906252324
PF3D7_0621200	733.189049981957	0.708468801350257	0.216028851915227	3.27951009816166	0.00103987488584928	0.00623924931509565
PF3D7_1017600	815.159354085238	0.709001892350823	0.198741136193131	3.56746421969649	0.000360452579438258	0.00254615181307709
PF3D7_1106000	488.561800511288	0.715364162250154	0.218272644032569	3.27738808232612	0.00104772256657655	0.006269770615798
PF3D7_0829900	858.12461987291	0.725541976573727	0.203851688941504	3.55916588349642	0.000372034501584609	0.00261171670200509
PF3D7_0417800	431.64538302995	0.743098331481439	0.228103607482144	3.25772283781005	0.00112310040743746	0.00659059696457487
PF3D7_1317000	331.063589076281	0.747767520275521	0.23903574145607	3.12826657520146	0.00175840620298682	0.00950795354043589
PF3D7_0500800	2592.38622519079	0.751115172423695	0.191698218941309	3.91821675011836	8.92064742733711e-05	0.000754517329887619
PF3D7_0722600	440.761612965715	0.75225387030811	0.228257085449236	3.29564301948213	0.000981967064443863	0.00593097660465961
PF3D7_1468800	377.487094390724	0.753584454348548	0.239634677016631	3.14472205663393	0.00166244691896228	0.00906462653772712
PF3D7_0412000	375.833299007618	0.757876454950351	0.243336347260924	3.1145221972848	0.0018424309319192	0.00984508387385529
PF3D7_0607000	1916.25766571348	0.785013086753755	0.201492154268638	3.8959982814375	9.77950818675143e-05	0.000815018829068349
PF3D7_1228700	418.93850298792	0.78789671227305	0.231442129829597	3.4042925238078	0.000663356724629788	0.00429197470551068
PF3D7_0606100	400.406882384732	0.788558541131667	0.226045212025659	3.48849919918744	0.000485740276648785	0.00325883653846201
PF3D7_0603500	369.720907021802	0.791302137333673	0.251111271932614	3.1512011836172	0.00162600447617605	0.00891945933670485
PF3D7_1309200	623.987357529946	0.79257795892806	0.222978033175663	3.5545113912798	0.00037868210711126	0.0026379971326677
PF3D7_1114100	574.428422847299	0.795029975389905	0.244090217355589	3.2571152748482	0.00112550715229179	0.00659619804607656
PF3D7_1406200	614.161837696704	0.795039121495834	0.228679238900278	3.47665632140106	0.000507708163227632	0.00338124703428139
PF3D7_0518500	393.974832108241	0.799802709491064	0.226915831662913	3.52466684950913	0.000424015691002485	0.00290042058514049
PF3D7_0303200	1026.19051762468	0.808273787625226	0.208446575121168	3.87760646657487	0.000105489168914576	0.00087273552861567
PF3D7_1107800	565.964943366532	0.817523186218658	0.229570129154098	3.56110435286596	0.000369298265179924	0.00260458496963853
PF3D7_0816000	280.670329887634	0.831845057604714	0.245051059777746	3.39457849461729	0.000687343332960651	0.00442197368032192
PF3D7_1412900	644.994733432506	0.832989923140688	0.224396187617094	3.71213937271558	0.000205514761418478	0.00156356456677174
PF3D7_0802400	252.455375862858	0.838851113115324	0.260625246703615	3.21861033696889	0.00128813401612297	0.00736864571943394
PF3D7_0716200	251.027627259171	0.846618969745459	0.264363305759168	3.20248291386067	0.00136248382456107	0.00773550191394549
PF3D7_1449300	274.111428671155	0.854718481574408	0.255819786961057	3.34109605721984	0.000834483467246633	0.00519208754552631
PF3D7_1329500	470.230392649382	0.855498603331793	0.246613851647375	3.46898034160321	0.0005224376802957	0.00346410502759572
PF3D7_1224300	10951.9521947058	0.858717561548176	0.184391676500708	4.65702995842591	3.20803777341648e-06	4.00299658430156e-05
PF3D7_1235300	925.456711392471	0.858772744967273	0.199163059634829	4.31190777316767	1.61851947452486e-05	0.000169385148693362
PF3D7_1024800	750.16780192691	0.859773834518437	0.226028937341462	3.80382195585681	0.000142480603895808	0.00113534544367502
PF3D7_0813000	277.102809606211	0.861693949793807	0.251646298307717	3.42422660531297	0.000616551862686961	0.00402353241425888
PF3D7_0902800	976.760669874339	0.86361200908503	0.207979129587672	4.15239745832757	3.29010191516148e-05	0.000317274796149967
PF3D7_0705000	251.584263266743	0.864960499358272	0.256088101130654	3.37758956991514	0.000731241338485534	0.0046065334656692
PF3D7_0718400	463.689747851594	0.865484170804735	0.231333830197705	3.7412780053184	0.000183086858029052	0.00140707361957353
mal_rna_17	306.247518404594	0.87422356608768	0.24296072550721	3.59820939891676	0.000320415601739802	0.00230853033304673
PF3D7_1250600	371.330226390402	0.874648411156592	0.240866633876927	3.6312560070213	0.000282045231040525	0.00207557544645643
PF3D7_0323700	318.241436964457	0.880295330839868	0.250643814358526	3.51213666729743	0.000444519346965292	0.00301794749464328
PF3D7_1035700	367.211243184228	0.883192741243524	0.239968219699424	3.68045711365356	0.000232816215407909	0.0017449690600375
PF3D7_0912400	862.099686601914	0.883450865338703	0.197671208367718	4.46929460609794	7.84779774406225e-06	8.84483805298529e-05
PF3D7_0501100	247.794614437886	0.888547431297663	0.255882876334574	3.47247711150418	0.00051567898232079	0.00342428938260384
PF3D7_1346400	327.030722281009	0.892333287626614	0.276152023537283	3.23131178325818	0.00123223448109376	0.00710254950904551
PF3D7_1222500	283.958805937465	0.892608363183656	0.25133172635538	3.55151486892474	0.000383020350535117	0.00266413236160873
PF3D7_1473500	186.149585527715	0.893847801546399	0.285683749155032	3.12880170534774	0.00175520714687844	0.00950795354043589
PF3D7_1136600	171.530239782903	0.897244887421978	0.280163095545575	3.20258057427131	0.00136202192133231	0.00773550191394549
PF3D7_0810300	494.083843778128	0.902953692020256	0.216434920603242	4.17194087489933	3.02016014484465e-05	0.000294802038210614
PF3D7_0214200	369.755986798315	0.90589189102157	0.227863752087042	3.975585773184	7.02062339116021e-05	0.000616782813204055
PF3D7_1320000	229.88585332243	0.914763217595296	0.256973787712322	3.55975302282332	0.000371203733695703	0.00261171670200509
PF3D7_1425800	182.966734860355	0.915400824252032	0.279592951325446	3.27404829024644	0.0010601849176353	0.00629458809921508
PF3D7_1017400	261.419044412077	0.917650592741822	0.262950203534097	3.48982651623173	0.000483334204347066	0.00325230215725092
PF3D7_1121700	163.211880168478	0.921892441883022	0.28390843590279	3.2471470562385	0.00116568142900619	0.00676184553071023
PF3D7_0522300	225.480695843991	0.921985375216593	0.259270733401136	3.5560719218938	0.000376441063564773	0.00263045432417107
PF3D7_0309200	348.262787717632	0.922823795722266	0.242728503727867	3.80187650625854	0.00014360430525155	0.0011422955419484
PF3D7_0610600	389.959490379355	0.924403979966517	0.252033591711225	3.66778084496642	0.00024466474898518	0.00182774225310968
PF3D7_0826900	255.094817239209	0.925223419699944	0.255555258233275	3.62044368054202	0.000294098264560351	0.00214413213103228
PF3D7_0104200	324.106301015997	0.92662857007376	0.235225221781392	3.93932488640579	8.17112174790313e-05	0.000706918761504305
PF3D7_1027300	4485.51583618685	0.928634046922868	0.200914965012139	4.62202527754347	3.80011695261093e-06	4.61500834191413e-05
PF3D7_0723300	174.667185349555	0.932043742686453	0.287831059295151	3.23816250049202	0.0012030226560011	0.00696067376249297
PF3D7_1210400	179.553435059853	0.93350249179602	0.275738662365784	3.38546101510303	0.000710588022414872	0.0045139731437879
PF3D7_1105600	482.732680836516	0.936786636805629	0.221358047899761	4.23199719049673	2.31625302922623e-05	0.000234307823134644
PF3D7_0802100	256.990425065261	0.937435801335435	0.25685700049031	3.64964084897815	0.000262607217305232	0.00194577810929913
PF3D7_0323500	145.287278552683	0.940038716831449	0.296869693711549	3.16650280154508	0.0015428385993834	0.00849402777987809
PF3D7_1008500	148.428787162459	0.944070305817591	0.292496453636692	3.22762992193476	0.00124820343852729	0.00717637976935566
PF3D7_1239000	486.193359242109	0.946683170834056	0.226999009875984	4.17042863469429	3.04027254758423e-05	0.000295694173685816
PF3D7_0418900	134.855971495487	0.951096734138178	0.305180105593572	3.1165096174546	0.00183005711037367	0.00981360023059884
PF3D7_0910200	241.769379404961	0.951718833029795	0.273701771878908	3.47721107721165	0.000506658779725536	0.00337921318283904
PF3D7_1414500	230.902871796259	0.954405432216633	0.276190529688902	3.45560520591225	0.00054905887351912	0.00363103551824238
PF3D7_0501200	1155.49668438121	0.959713695539427	0.250502441743479	3.83115505325971	0.000127543094152124	0.00103446559578383
PF3D7_1135100	415.17557973146	0.976270042554131	0.238861427047534	4.08718165432315	4.36645225979092e-05	0.000407236676878242
PF3D7_0416100	232.489509643896	0.978726039543982	0.259778919153903	3.76753449714735	0.000164867763881058	0.00127786584223168
PF3D7_0629700	570.777167262976	0.980590891186785	0.232861586822028	4.21104616080896	2.54190794317377e-05	0.000255994365363531
PF3D7_0708700	389.511097804528	0.980810049065812	0.229898450059137	4.26627516981309	1.98763603967737e-05	0.000203788778605296
PF3D7_1467900	260.678274141764	0.981059534665913	0.259308388774306	3.78336982965791	0.000154719257285348	0.00121161183894836
PF3D7_1456000	314.42208968194	0.981238189976632	0.250554524966787	3.91626609061123	8.9930986640197e-05	0.00075923148944196
PF3D7_1460500	224.32910360873	0.981671749437158	0.262713451080321	3.73666344604877	0.000186478251067895	0.00143071658167294
PF3D7_1340700	278.073118167367	0.983166635057092	0.284552072653199	3.45513784485884	0.000550011544815227	0.00363103551824238
PF3D7_1032100	159.091032992577	0.986483499138829	0.304604507471833	3.23857157376455	0.00120129875030455	0.00695956495393272
PF3D7_0203700	146.599483403652	0.992335844897937	0.315711881814118	3.14316914268749	0.00167129234933575	0.00910193027659829
PF3D7_0720700	189.625322476851	0.996618237664248	0.300506319133928	3.31646349579784	0.000911644962604838	0.00558797762503532
PF3D7_0820000	357.854044781034	0.996797010386249	0.295547198122217	3.37271683412829	0.0007443045523866	0.00468231478800545
PF3D7_1034400	468.765620815625	0.998748694873468	0.228853633371926	4.36413737530804	1.27625360945787e-05	0.000138017711765658
PF3D7_1209300	205.616204703562	1.00040202897366	0.264257162179502	3.78571396408972	0.000153267892255337	0.00120439925021409
PF3D7_1251500	138.079723721675	1.01187828525985	0.314051834361659	3.22201042804477	0.00127294502072872	0.00729094108972237
PF3D7_0416300	232.10634807343	1.01215574123661	0.255749418335695	3.95760720717676	7.57043129321092e-05	0.000659978866291056
PF3D7_1205900	295.816105549293	1.02160244624319	0.255202997872797	4.00309735684372	6.25185595694491e-05	0.000558974995205587
PF3D7_1118500	427.589812953688	1.02377231824446	0.22384071978055	4.5736643415378	4.79267428680931e-06	5.66883505486664e-05
PF3D7_1435300	285.663193335621	1.02380254075352	0.290220362627318	3.52767301193203	0.000419229689208722	0.00288084353039003
PF3D7_1368800	165.195857104192	1.02634366008454	0.292938921922882	3.50360974003562	0.000458997488593302	0.00309772153520175
PF3D7_0519800	334.963535754169	1.02684526317599	0.248534967882831	4.13159271680468	3.6025832467712e-05	0.000345209559215924
PF3D7_0516800	624.353092139366	1.03353098391941	0.222832412361367	4.63815372713077	3.51535286429027e-06	4.30370153897747e-05
PF3D7_0934700	962.111473429067	1.03377310651068	0.211209035828938	4.89454962214755	9.85311136918881e-07	1.37278625272563e-05
PF3D7_0108700	399.647402823032	1.03499203864678	0.227892401465687	4.54158204481696	5.58336489591796e-06	6.48584229085917e-05
PF3D7_1343200	400.937066876616	1.03646327893249	0.233677303403684	4.43544693402238	9.18814639128949e-06	0.000103033256383
PF3D7_0403200	162.73651585741	1.03909460306969	0.285702786786403	3.63697748544028	0.000275856032819376	0.00203729772530993
PF3D7_0311300	615.778765524854	1.03977505655907	0.231428720396801	4.49285229065909	7.02755296911901e-06	7.97978639643463e-05
PF3D7_0321000	224.119351509411	1.04217623724169	0.272327515681198	3.82692228008911	0.000129755461064621	0.00105053351899377
PF3D7_1024100	106.401071063221	1.04408491237736	0.330603343785201	3.15811963794207	0.00158790376274452	0.00872099019393665
PF3D7_1143200	290.402234814146	1.04678242947808	0.242003311970787	4.3254880313557	1.52194532587498e-05	0.000161889359956069
PF3D7_1349300	114.459287211427	1.04743678048152	0.321147747204672	3.26154173460222	0.0011080811975993	0.00653623999934546
PF3D7_1227800	262.517192375058	1.04845874452962	0.249561323970293	4.20120685308763	2.65495867821734e-05	0.00026676061317444
PF3D7_1224800	101.258182004296	1.04978562058551	0.33555122652524	3.1285405553615	0.00175676765588382	0.00950795354043589
PF3D7_0610400	2773.62320270847	1.0526328789749	0.24404235438139	4.31332045473484	1.60820750771865e-05	0.000168694653581019
PF3D7_0110600	318.942185372128	1.05617008445489	0.236246886077821	4.47062012960026	7.79931205724748e-06	8.81205854826319e-05
PF3D7_0918800	311.258877811448	1.06008005149337	0.252773084199585	4.19380115113978	2.74318473983959e-05	0.000273836155787943
PF3D7_1227700	240.632993650558	1.06138027850518	0.253496643224088	4.18695989424577	2.82715757984477e-05	0.000279588754805332
PF3D7_1461600	482.67239188749	1.06362977741645	0.218082533097375	4.87718921047902	1.07608204563452e-06	1.47660563482538e-05
PF3D7_1362200	269.951154846382	1.06597148674077	0.252249940103521	4.22585427097942	2.38036008044256e-05	0.000240257677452669
PF3D7_0918900	345.111729753357	1.07104628375349	0.243782534327528	4.39344962389516	1.11566050872289e-05	0.000122104338087214
PF3D7_1476300	181.195471626423	1.07318434413431	0.274748466079975	3.90606127650562	9.38127319026493e-05	0.00078615761679305
PF3D7_1226700	151.155921954242	1.07342422253139	0.300263783908679	3.57493737192715	0.000350311741720247	0.00249000928152325
PF3D7_1013200	172.765719592593	1.0738061508074	0.28404279257029	3.78043794419347	0.00015655273747763	0.00122175693062439
PF3D7_0523800	250.407090292726	1.0754048217838	0.270912971914847	3.96955824663064	7.20060038623188e-05	0.000630156588714165
PF3D7_1027100	131.180236492062	1.07905121587804	0.312408361686187	3.45397674394496	0.000552385007907846	0.0036414117647568
PF3D7_1252300	369.876798483898	1.0802609205766	0.305156783144827	3.54001936133898	0.000400097678628863	0.00277441779592717
PF3D7_0406200	629.497887763575	1.08481547332975	0.215941128037139	5.02366308442724	5.06951380064915e-07	7.54942022378637e-06
